id,full_name,city,variation,longitude,latitude,species_richness,redlist_EX,redlist_EW,redlist_CR,redlist_EN,redlist_VU,redlist_NT,redlist_LC,redlist_DD,redlist_NE,landcover_percent,landcover_object
0,0_tile_53.384234770944296_-2.0872545102005566.jpg,Manchester,0,53.384234770944296,-2.0872545102005566,255,0,0,1,0,0,4,55,0,195,0.07460740740740741,0_tile_53.384234770944296_-2.0872545102005566_landcover.jpg
1,1_tile_53.384234770944296_-2.0872545102005566.jpg,Manchester,1,53.384234770944296,-2.0872545102005566,255,0,0,1,0,0,4,55,0,195,0.07496296296296297,1_tile_53.384234770944296_-2.0872545102005566_landcover.jpg
2,2_tile_53.384234770944296_-2.0872545102005566.jpg,Manchester,2,53.384234770944296,-2.0872545102005566,255,0,0,1,0,0,4,55,0,195,0.07478518518518519,2_tile_53.384234770944296_-2.0872545102005566_landcover.jpg
3,3_tile_53.384234770944296_-2.0872545102005566.jpg,Manchester,3,53.384234770944296,-2.0872545102005566,255,0,0,1,0,0,4,55,0,195,0.07472592592592593,3_tile_53.384234770944296_-2.0872545102005566_landcover.jpg
4,0_tile_53.55991044661997_-2.381599763425745.jpg,Manchester,0,53.55991044661997,-2.381599763425745,490,0,0,1,2,1,6,158,0,322,0.004266666666666667,0_tile_53.55991044661997_-2.381599763425745_landcover.jpg
5,1_tile_53.55991044661997_-2.381599763425745.jpg,Manchester,1,53.55991044661997,-2.381599763425745,490,0,0,1,2,1,6,158,0,322,0.004414814814814815,1_tile_53.55991044661997_-2.381599763425745_landcover.jpg
6,2_tile_53.55991044661997_-2.381599763425745.jpg,Manchester,2,53.55991044661997,-2.381599763425745,490,0,0,1,2,1,6,158,0,322,0.004296296296296296,2_tile_53.55991044661997_-2.381599763425745_landcover.jpg
7,3_tile_53.55991044661997_-2.381599763425745.jpg,Manchester,3,53.55991044661997,-2.381599763425745,490,0,0,1,2,1,6,158,0,322,0.004474074074074074,3_tile_53.55991044661997_-2.381599763425745_landcover.jpg
8,0_tile_53.54639693310646_-2.2683900506468264.jpg,Manchester,0,53.54639693310646,-2.2683900506468264,258,0,0,1,1,4,5,130,0,117,0.003851851851851852,0_tile_53.54639693310646_-2.2683900506468264_landcover.jpg
9,1_tile_53.54639693310646_-2.2683900506468264.jpg,Manchester,1,53.54639693310646,-2.2683900506468264,258,0,0,1,1,4,5,130,0,117,0.003970370370370371,1_tile_53.54639693310646_-2.2683900506468264_landcover.jpg
10,2_tile_53.54639693310646_-2.2683900506468264.jpg,Manchester,2,53.54639693310646,-2.2683900506468264,258,0,0,1,1,4,5,130,0,117,0.004148148148148148,2_tile_53.54639693310646_-2.2683900506468264_landcover.jpg
11,3_tile_53.54639693310646_-2.2683900506468264.jpg,Manchester,3,53.54639693310646,-2.2683900506468264,258,0,0,1,1,4,5,130,0,117,0.0040296296296296295,3_tile_53.54639693310646_-2.2683900506468264_landcover.jpg
12,0_tile_53.55991044661997_-2.3363158783141773.jpg,Manchester,0,53.55991044661997,-2.3363158783141773,279,0,0,0,2,0,4,83,0,190,0.014162962962962962,0_tile_53.55991044661997_-2.3363158783141773_landcover.jpg
13,1_tile_53.55991044661997_-2.3363158783141773.jpg,Manchester,1,53.55991044661997,-2.3363158783141773,279,0,0,0,2,0,4,83,0,190,0.014281481481481482,1_tile_53.55991044661997_-2.3363158783141773_landcover.jpg
14,2_tile_53.55991044661997_-2.3363158783141773.jpg,Manchester,2,53.55991044661997,-2.3363158783141773,279,0,0,0,2,0,4,83,0,190,0.014311111111111111,2_tile_53.55991044661997_-2.3363158783141773_landcover.jpg
15,3_tile_53.55991044661997_-2.3363158783141773.jpg,Manchester,3,53.55991044661997,-2.3363158783141773,279,0,0,0,2,0,4,83,0,190,0.01437037037037037,3_tile_53.55991044661997_-2.3363158783141773_landcover.jpg
16,0_tile_53.384234770944296_-2.1098964527563404.jpg,Manchester,0,53.384234770944296,-2.1098964527563404,462,0,0,1,0,0,6,77,1,377,0.0021333333333333334,0_tile_53.384234770944296_-2.1098964527563404_landcover.jpg
17,1_tile_53.384234770944296_-2.1098964527563404.jpg,Manchester,1,53.384234770944296,-2.1098964527563404,462,0,0,1,0,0,6,77,1,377,0.0019555555555555554,1_tile_53.384234770944296_-2.1098964527563404_landcover.jpg
