id,full_name,city,variation,longitude,latitude,species_richness,redlist_EX,redlist_EW,redlist_CR,redlist_EN,redlist_VU,redlist_NT,redlist_LC,redlist_DD,redlist_NE,landcover_percent,landcover_object
0,0_tile_52.473464111588385_-1.8941026935093181.jpg,Birmingham,0,52.473464111588385,-1.894102693509318,443,0,0,1,0,0,3,78,0,361,0.0,0_tile_52.473464111588385_-1.8941026935093181_landcover.jpg
1,1_tile_52.473464111588385_-1.8941026935093181.jpg,Birmingham,1,52.473464111588385,-1.894102693509318,443,0,0,1,0,0,3,78,0,361,0.0,1_tile_52.473464111588385_-1.8941026935093181_landcover.jpg
2,2_tile_52.473464111588385_-1.8941026935093181.jpg,Birmingham,2,52.473464111588385,-1.894102693509318,443,0,0,1,0,0,3,78,0,361,0.0,2_tile_52.473464111588385_-1.8941026935093181_landcover.jpg
3,3_tile_52.473464111588385_-1.8941026935093181.jpg,Birmingham,3,52.473464111588385,-1.894102693509318,443,0,0,1,0,0,3,78,0,361,0.0,3_tile_52.473464111588385_-1.8941026935093181_landcover.jpg
4,0_tile_52.608599246723514_-1.9605071214849317.jpg,Birmingham,0,52.608599246723514,-1.9605071214849317,409,0,0,1,0,0,3,62,0,343,0.0,0_tile_52.608599246723514_-1.9605071214849317_landcover.jpg
5,1_tile_52.608599246723514_-1.9605071214849317.jpg,Birmingham,1,52.608599246723514,-1.9605071214849317,409,0,0,1,0,0,3,62,0,343,0.0,1_tile_52.608599246723514_-1.9605071214849317_landcover.jpg
6,2_tile_52.608599246723514_-1.9605071214849317.jpg,Birmingham,2,52.608599246723514,-1.9605071214849317,409,0,0,1,0,0,3,62,0,343,0.0,2_tile_52.608599246723514_-1.9605071214849317_landcover.jpg
7,3_tile_52.608599246723514_-1.9605071214849317.jpg,Birmingham,3,52.608599246723514,-1.9605071214849317,409,0,0,1,0,0,3,62,0,343,0.0,3_tile_52.608599246723514_-1.9605071214849317_landcover.jpg
8,0_tile_52.635626273750546_-1.8276982655337044.jpg,Birmingham,0,52.635626273750546,-1.8276982655337044,92,0,0,0,0,0,4,47,0,41,0.0,0_tile_52.635626273750546_-1.8276982655337044_landcover.jpg
9,1_tile_52.635626273750546_-1.8276982655337044.jpg,Birmingham,1,52.635626273750546,-1.8276982655337044,92,0,0,0,0,0,4,47,0,41,0.0,1_tile_52.635626273750546_-1.8276982655337044_landcover.jpg
10,2_tile_52.635626273750546_-1.8276982655337044.jpg,Birmingham,2,52.635626273750546,-1.8276982655337044,92,0,0,0,0,0,4,47,0,41,0.0,2_tile_52.635626273750546_-1.8276982655337044_landcover.jpg
11,3_tile_52.635626273750546_-1.8276982655337044.jpg,Birmingham,3,52.635626273750546,-1.8276982655337044,92,0,0,0,0,0,4,47,0,41,0.0,3_tile_52.635626273750546_-1.8276982655337044_landcover.jpg
12,0_tile_52.432923571047844_-2.181855214736977.jpg,Birmingham,0,52.43292357104784,-2.181855214736977,159,0,0,0,1,0,4,85,0,69,0.0,0_tile_52.432923571047844_-2.181855214736977_landcover.jpg
13,1_tile_52.432923571047844_-2.181855214736977.jpg,Birmingham,1,52.43292357104784,-2.181855214736977,159,0,0,0,1,0,4,85,0,69,0.0,1_tile_52.432923571047844_-2.181855214736977_landcover.jpg
14,2_tile_52.432923571047844_-2.181855214736977.jpg,Birmingham,2,52.43292357104784,-2.181855214736977,159,0,0,0,1,0,4,85,0,69,0.0,2_tile_52.432923571047844_-2.181855214736977_landcover.jpg
15,3_tile_52.432923571047844_-2.181855214736977.jpg,Birmingham,3,52.43292357104784,-2.181855214736977,159,0,0,0,1,0,4,85,0,69,0.0,3_tile_52.432923571047844_-2.181855214736977_landcover.jpg
16,0_tile_52.473464111588385_-2.071181168110954.jpg,Birmingham,0,52.473464111588385,-2.071181168110954,314,0,0,1,0,0,2,75,1,235,0.0,0_tile_52.473464111588385_-2.071181168110954_landcover.jpg
17,1_tile_52.473464111588385_-2.071181168110954.jpg,Birmingham,1,52.473464111588385,-2.071181168110954,314,0,0,1,0,0,2,75,1,235,0.0,1_tile_52.473464111588385_-2.071181168110954_landcover.jpg
18,2_tile_52.473464111588385_-2.071181168110954.jpg,Birmingham,2,52.473464111588385,-2.071181168110954,314,0,0,1,0,0,2,75,1,235,0.0,2_tile_52.473464111588385_-2.071181168110954_landcover.jpg
19,3_tile_52.473464111588385_-2.071181168110954.jpg,Birmingham,3,52.473464111588385,-2.071181168110954,314,0,0,1,0,0,2,75,1,235,0.0,3_tile_52.473464111588385_-2.071181168110954_landcover.jpg
20,0_tile_52.392383030507304_-1.9162375028345227.jpg,Birmingham,0,52.392383030507304,-1.9162375028345229,193,0,0,0,0,0,1,54,0,138,0.0,0_tile_52.392383030507304_-1.9162375028345227_landcover.jpg
21,1_tile_52.392383030507304_-1.9162375028345227.jpg,Birmingham,1,52.392383030507304,-1.9162375028345229,193,0,0,0,0,0,1,54,0,138,0.0,1_tile_52.392383030507304_-1.9162375028345227_landcover.jpg
22,2_tile_52.392383030507304_-1.9162375028345227.jpg,Birmingham,2,52.392383030507304,-1.9162375028345229,193,0,0,0,0,0,1,54,0,138,0.0,2_tile_52.392383030507304_-1.9162375028345227_landcover.jpg
23,3_tile_52.392383030507304_-1.9162375028345227.jpg,Birmingham,3,52.392383030507304,-1.9162375028345229,193,0,0,0,0,0,1,54,0,138,0.0,3_tile_52.392383030507304_-1.9162375028345227_landcover.jpg
24,0_tile_52.432923571047844_-2.0490463587857497.jpg,Birmingham,0,52.43292357104784,-2.0490463587857497,377,0,0,0,1,0,4,110,0,262,0.0,0_tile_52.432923571047844_-2.0490463587857497_landcover.jpg
25,1_tile_52.432923571047844_-2.0490463587857497.jpg,Birmingham,1,52.43292357104784,-2.0490463587857497,377,0,0,0,1,0,4,110,0,262,0.0,1_tile_52.432923571047844_-2.0490463587857497_landcover.jpg
26,2_tile_52.432923571047844_-2.0490463587857497.jpg,Birmingham,2,52.43292357104784,-2.0490463587857497,377,0,0,0,1,0,4,110,0,262,0.0,2_tile_52.432923571047844_-2.0490463587857497_landcover.jpg
27,3_tile_52.432923571047844_-2.0490463587857497.jpg,Birmingham,3,52.43292357104784,-2.0490463587857497,377,0,0,0,1,0,4,110,0,262,0.0,3_tile_52.432923571047844_-2.0490463587857497_landcover.jpg
28,0_tile_52.514004652128925_-2.0047767401353407.jpg,Birmingham,0,52.514004652128925,-2.0047767401353407,189,0,0,0,0,0,4,57,0,128,0.0,0_tile_52.514004652128925_-2.0047767401353407_landcover.jpg
29,1_tile_52.514004652128925_-2.0047767401353407.jpg,Birmingham,1,52.514004652128925,-2.0047767401353407,189,0,0,0,0,0,4,57,0,128,0.0,1_tile_52.514004652128925_-2.0047767401353407_landcover.jpg
30,2_tile_52.514004652128925_-2.0047767401353407.jpg,Birmingham,2,52.514004652128925,-2.0047767401353407,189,0,0,0,0,0,4,57,0,128,0.0,2_tile_52.514004652128925_-2.0047767401353407_landcover.jpg
31,3_tile_52.514004652128925_-2.0047767401353407.jpg,Birmingham,3,52.514004652128925,-2.0047767401353407,189,0,0,0,0,0,4,57,0,128,0.0,3_tile_52.514004652128925_-2.0047767401353407_landcover.jpg
32,0_tile_52.432923571047844_-1.7391590282328864.jpg,Birmingham,0,52.43292357104784,-1.7391590282328864,807,0,0,1,2,0,0,34,0,770,0.0,0_tile_52.432923571047844_-1.7391590282328864_landcover.jpg
33,1_tile_52.432923571047844_-1.7391590282328864.jpg,Birmingham,1,52.43292357104784,-1.7391590282328864,807,0,0,1,2,0,0,34,0,770,0.0,1_tile_52.432923571047844_-1.7391590282328864_landcover.jpg
34,2_tile_52.432923571047844_-1.7391590282328864.jpg,Birmingham,2,52.43292357104784,-1.7391590282328864,807,0,0,1,2,0,0,34,0,770,0.0,2_tile_52.432923571047844_-1.7391590282328864_landcover.jpg
35,3_tile_52.432923571047844_-1.7391590282328864.jpg,Birmingham,3,52.43292357104784,-1.7391590282328864,807,0,0,1,2,0,0,34,0,770,0.0,3_tile_52.432923571047844_-1.7391590282328864_landcover.jpg
36,0_tile_52.392383030507304_-1.7612938375580909.jpg,Birmingham,0,52.392383030507304,-1.7612938375580909,476,0,0,0,2,0,4,75,0,395,0.0,0_tile_52.392383030507304_-1.7612938375580909_landcover.jpg
37,1_tile_52.392383030507304_-1.7612938375580909.jpg,Birmingham,1,52.392383030507304,-1.7612938375580909,476,0,0,0,2,0,4,75,0,395,0.0,1_tile_52.392383030507304_-1.7612938375580909_landcover.jpg
38,2_tile_52.392383030507304_-1.7612938375580909.jpg,Birmingham,2,52.392383030507304,-1.7612938375580909,476,0,0,0,2,0,4,75,0,395,0.0,2_tile_52.392383030507304_-1.7612938375580909_landcover.jpg
39,3_tile_52.392383030507304_-1.7612938375580909.jpg,Birmingham,3,52.392383030507304,-1.7612938375580909,476,0,0,0,2,0,4,75,0,395,0.0,3_tile_52.392383030507304_-1.7612938375580909_landcover.jpg
40,0_tile_52.62211276023703_-1.8941026935093181.jpg,Birmingham,0,52.62211276023703,-1.894102693509318,139,0,0,0,0,0,2,30,0,107,0.0,0_tile_52.62211276023703_-1.8941026935093181_landcover.jpg
41,1_tile_52.62211276023703_-1.8941026935093181.jpg,Birmingham,1,52.62211276023703,-1.894102693509318,139,0,0,0,0,0,2,30,0,107,0.0,1_tile_52.62211276023703_-1.8941026935093181_landcover.jpg
42,2_tile_52.62211276023703_-1.8941026935093181.jpg,Birmingham,2,52.62211276023703,-1.894102693509318,139,0,0,0,0,0,2,30,0,107,0.0,2_tile_52.62211276023703_-1.8941026935093181_landcover.jpg
43,3_tile_52.62211276023703_-1.8941026935093181.jpg,Birmingham,3,52.62211276023703,-1.894102693509318,139,0,0,0,0,0,2,30,0,107,0.0,3_tile_52.62211276023703_-1.8941026935093181_landcover.jpg
44,0_tile_52.50049113861541_-1.9826419308101362.jpg,Birmingham,0,52.50049113861541,-1.982641930810136,122,0,0,0,0,0,3,66,0,53,0.0,0_tile_52.50049113861541_-1.9826419308101362_landcover.jpg
45,1_tile_52.50049113861541_-1.9826419308101362.jpg,Birmingham,1,52.50049113861541,-1.982641930810136,122,0,0,0,0,0,3,66,0,53,0.0,1_tile_52.50049113861541_-1.9826419308101362_landcover.jpg
